payment_id,order_id,payment_method,amount,payment_status
760,760,Google Pay,2400.2,Pending
761,761,Apple Pay,1454.07,Pending
762,762,PayPal,1490.02,Pending
763,763,PayPal,2079.48,Paid
764,764,PayPal,766.59,Pending
765,765,PayPal,1185.02,Paid
766,766,Card,1729.0,Paid
767,767,Google Pay,2177.82,Paid
768,768,Card,1107.27,Paid
769,769,PayPal,1155.71,Pending
770,770,PayPal,944.01,Paid
771,771,Google Pay,677.08,Paid
772,772,Card,1630.8,Paid
773,773,Google Pay,75.71,Paid
774,774,Card,862.44,Paid
775,775,Card,947.31,Paid
776,776,Apple Pay,1748.58,Pending
777,777,Bank Transfer,1550.64,Paid
778,778,Google Pay,304.74,Paid
779,779,Apple Pay,644.01,Paid
780,780,Card,2268.22,Paid
781,781,Google Pay,1657.64,Paid
782,782,Card,1998.86,Pending
783,783,Bank Transfer,1082.54,Pending
784,784,Bank Transfer,1458.7,Paid
785,785,Bank Transfer,331.92,Pending
786,786,Card,1055.67,Paid
787,787,Apple Pay,1372.46,Paid
788,788,Google Pay,1029.6,Paid
789,789,Card,1923.36,Paid
790,790,PayPal,3225.65,Pending
791,791,Apple Pay,149.85,Paid
792,792,Apple Pay,1807.25,Paid
793,793,Apple Pay,1207.08,Pending
794,794,Google Pay,859.56,Pending
795,795,Bank Transfer,1137.58,Paid
796,796,Bank Transfer,794.31,Paid
797,797,PayPal,2835.89,Paid
798,798,Apple Pay,708.3,Paid
799,799,Bank Transfer,1290.15,Paid
800,800,PayPal,1022.43,Paid
801,801,Google Pay,3173.25,Paid
802,802,Card,1238.16,Paid
803,803,Card,574.53,Paid
804,804,Apple Pay,821.23,Pending
805,805,Bank Transfer,1686.93,Paid
806,806,Google Pay,889.84,Pending
807,807,Bank Transfer,652.13,Pending
808,808,Google Pay,1086.18,Pending
809,809,Bank Transfer,1565.52,Pending
810,810,Bank Transfer,4356.91,Paid
811,811,PayPal,672.33,Paid
812,812,PayPal,2488.28,Pending
813,813,Bank Transfer,407.7,Paid
814,814,Apple Pay,539.19,Pending
815,815,Bank Transfer,3652.08,Paid
816,816,PayPal,179.01,Paid
817,817,Bank Transfer,1537.38,Paid
818,818,Google Pay,2104.55,Paid
819,819,PayPal,1469.28,Paid
820,820,Google Pay,877.8,Pending
821,821,Bank Transfer,435.11,Paid
822,822,PayPal,1682.77,Pending
823,823,Google Pay,223.44,Paid
824,824,Bank Transfer,2185.71,Paid
825,825,PayPal,142.35,Paid
826,826,Google Pay,1580.37,Paid
827,827,PayPal,2587.44,Paid
828,828,Bank Transfer,1002.16,Pending
829,829,Bank Transfer,600.52,Pending
830,830,Apple Pay,594.26,Pending
831,831,PayPal,929.97,Paid
832,832,Apple Pay,1223.1,Pending
833,833,Bank Transfer,3012.69,Paid
834,834,Card,315.9,Pending
835,835,Card,1105.29,Pending
836,836,Bank Transfer,182.88,Paid
837,837,Card,873.58,Pending
838,838,Google Pay,1658.67,Pending
839,839,Bank Transfer,684.24,Pending
840,840,Apple Pay,631.8,Paid
841,841,PayPal,1185.63,Paid
842,842,PayPal,667.86,Paid
843,843,Card,1129.0,Pending
844,844,Apple Pay,732.78,Paid
845,845,Apple Pay,968.91,Pending
846,846,PayPal,469.1,Paid
847,847,PayPal,1302.57,Paid
848,848,Bank Transfer,102.4,Paid
849,849,Google Pay,1414.61,Paid
850,850,Apple Pay,492.82,Paid
851,851,Google Pay,255.3,Paid
852,852,PayPal,1112.17,Pending
853,853,PayPal,766.61,Paid
854,854,Bank Transfer,1128.8,Paid
855,855,Apple Pay,592.49,Paid
856,856,Card,315.9,Pending
857,857,Google Pay,1454.89,Pending
858,858,Apple Pay,398.86,Pending
859,859,Apple Pay,744.6,Paid
860,860,Google Pay,2079.03,Pending
861,861,Card,432.42,Paid
862,862,Bank Transfer,2027.93,Paid
863,863,PayPal,1639.59,Paid
864,864,PayPal,851.49,Paid
865,865,Bank Transfer,929.97,Pending
866,866,PayPal,579.97,Pending
867,867,Card,2161.48,Pending
868,868,PayPal,2325.94,Pending
869,869,PayPal,210.99,Pending
870,870,Bank Transfer,704.42,Pending
871,871,Bank Transfer,1123.46,Pending
872,872,Apple Pay,1402.46,Pending
873,873,Card,352.21,Pending
874,874,Apple Pay,47.91,Paid
875,875,Card,53.32,Paid
876,876,PayPal,693.8,Pending
877,877,PayPal,1797.63,Paid
878,878,Google Pay,2097.45,Paid
879,879,Apple Pay,1412.38,Pending
880,880,Google Pay,609.81,Pending
881,881,Google Pay,262.12,Pending
882,882,Google Pay,1544.77,Paid
883,883,Google Pay,481.57,Paid
884,884,PayPal,783.87,Pending
885,885,Card,446.88,Pending
886,886,Bank Transfer,577.83,Paid
887,887,Bank Transfer,1992.03,Paid
888,888,Apple Pay,401.02,Paid
889,889,Card,13.26,Paid
890,890,PayPal,1449.08,Paid
891,891,Card,2299.41,Paid
892,892,Bank Transfer,559.02,Paid
893,893,Bank Transfer,142.35,Paid
894,894,Apple Pay,1961.43,Pending
895,895,Apple Pay,870.22,Paid
896,896,PayPal,357.75,Paid
897,897,Apple Pay,1836.4,Pending
898,898,Google Pay,1093.52,Paid
899,899,Bank Transfer,2487.96,Pending
900,900,Google Pay,856.53,Pending
901,901,Card,408.82,Paid
902,902,PayPal,1689.88,Paid
903,903,PayPal,1306.92,Paid
904,904,Bank Transfer,1028.72,Paid
905,905,Card,276.63,Pending
906,906,Apple Pay,3790.96,Paid
907,907,Card,2562.06,Paid
908,908,Google Pay,478.9,Pending
909,909,Bank Transfer,582.33,Paid
910,910,Card,2734.42,Paid
911,911,Apple Pay,2153.05,Pending
912,912,Card,1066.01,Paid
913,913,Bank Transfer,318.22,Paid
914,914,Card,456.73,Paid
915,915,Google Pay,1399.66,Paid
916,916,Bank Transfer,2473.07,Paid
917,917,Google Pay,567.66,Paid
918,918,Card,1596.84,Paid
919,919,Bank Transfer,2199.57,Paid
920,920,Google Pay,616.82,Pending
921,921,PayPal,1051.33,Pending
922,922,PayPal,343.06,Pending
923,923,Apple Pay,1820.01,Paid
924,924,Google Pay,309.99,Paid
925,925,Google Pay,888.1,Paid
926,926,Google Pay,3636.37,Paid
927,927,Card,1381.05,Paid
928,928,Apple Pay,459.79,Pending
929,929,Apple Pay,1303.27,Pending
930,930,PayPal,1356.37,Pending
931,931,Google Pay,1196.89,Paid
932,932,Google Pay,49.22,Pending
933,933,Google Pay,1710.41,Paid
934,934,Google Pay,587.69,Paid
935,935,Apple Pay,481.57,Paid
936,936,Card,1263.69,Paid
937,937,Google Pay,501.18,Paid
938,938,PayPal,3128.65,Paid
939,939,Apple Pay,453.57,Pending
940,940,Google Pay,973.79,Pending
941,941,PayPal,395.52,Paid
942,942,PayPal,1285.06,Pending
943,943,Card,26.12,Pending
944,944,Google Pay,611.52,Pending
945,945,Card,670.99,Paid
946,946,Google Pay,810.97,Pending
947,947,Card,1499.76,Pending
948,948,Google Pay,2673.93,Pending
949,949,Bank Transfer,1717.15,Paid
950,950,Google Pay,933.42,Paid
951,951,PayPal,1688.77,Paid
952,952,Apple Pay,222.34,Paid
953,953,PayPal,2272.74,Paid
954,954,Google Pay,639.99,Pending
955,955,Google Pay,1404.46,Pending
956,956,Google Pay,1034.55,Paid
957,957,Card,425.12,Pending
958,958,Card,721.86,Pending
959,959,PayPal,1743.36,Paid
960,960,Apple Pay,1693.08,Paid
961,961,Card,342.12,Paid
962,962,Card,1053.66,Paid
963,963,PayPal,953.78,Paid
964,964,Google Pay,154.42,Pending
965,965,Card,1214.64,Paid
966,966,Apple Pay,274.66,Pending
967,967,Apple Pay,1302.57,Pending
968,968,Bank Transfer,40.06,Pending
969,969,Card,1003.04,Paid
970,970,Bank Transfer,1487.24,Paid
971,971,Apple Pay,2285.19,Pending
972,972,Google Pay,1542.65,Pending
973,973,Google Pay,357.68,Paid
974,974,Card,1219.17,Paid
975,975,Card,1388.99,Pending
976,976,Apple Pay,692.31,Pending
977,977,Card,455.24,Paid
978,978,Bank Transfer,1866.03,Paid
979,979,Bank Transfer,882.18,Paid
980,980,Google Pay,1711.43,Pending
981,981,PayPal,274.66,Pending
982,982,Card,4252.71,Pending
983,983,Card,2270.44,Paid
984,984,Bank Transfer,1057.32,Pending
985,985,Google Pay,210.3,Pending
986,986,PayPal,978.71,Paid
987,987,Apple Pay,1498.0,Pending
988,988,Apple Pay,819.85,Paid
989,989,Apple Pay,1946.29,Pending
990,990,Google Pay,2588.25,Pending
991,991,Card,1172.38,Pending
992,992,Card,922.47,Paid
993,993,Bank Transfer,2767.95,Paid
994,994,Google Pay,2266.47,Paid
995,995,Apple Pay,1271.77,Pending
996,996,Card,963.14,Paid
997,997,Apple Pay,1939.93,Paid
998,998,Bank Transfer,1272.71,Paid
999,999,Google Pay,1571.44,Pending
1000,1000,Card,1885.06,Paid
1001,1001,Card,228.74,Paid
1002,1002,PayPal,1242.94,Paid
1003,1003,PayPal,1701.37,Pending
1004,1004,PayPal,1164.96,Paid
1005,1005,Card,2514.2,Pending
1006,1006,Apple Pay,1492.6,Paid
1007,1007,Google Pay,1579.4,Paid
1008,1008,Card,1409.69,Paid
1009,1009,Apple Pay,2229.29,Paid
1010,1010,Bank Transfer,1798.37,Paid
1011,1011,PayPal,963.14,Paid
1012,1012,Card,1855.89,Paid
1013,1013,Bank Transfer,608.59,Paid
1014,1014,Card,530.68,Paid
1015,1015,Bank Transfer,667.86,Paid
1016,1016,PayPal,786.36,Paid
1017,1017,Apple Pay,2339.45,Paid
1018,1018,Card,1345.35,Paid
1019,1019,Apple Pay,230.07,Paid
1020,1020,PayPal,1296.68,Pending
1021,1021,Google Pay,1363.56,Paid
1022,1022,Google Pay,1580.31,Paid
1023,1023,Google Pay,276.77,Pending
1024,1024,PayPal,2051.16,Paid
1025,1025,Bank Transfer,1302.08,Paid
1026,1026,Card,2175.44,Paid
1027,1027,Bank Transfer,733.7,Paid
1028,1028,PayPal,499.94,Paid
1029,1029,Card,3093.43,Paid
1030,1030,Card,1351.63,Paid
1031,1031,Bank Transfer,305.76,Pending
1032,1032,Apple Pay,734.13,Pending
1033,1033,Card,3278.03,Paid
1034,1034,Google Pay,843.72,Paid
1035,1035,Apple Pay,1148.89,Paid
1036,1036,Card,333.93,Pending
1037,1037,PayPal,1442.49,Paid
1038,1038,Apple Pay,767.52,Paid
1039,1039,Google Pay,1634.46,Paid
1040,1040,Bank Transfer,222.93,Paid
1041,1041,Card,1354.85,Paid
1042,1042,Bank Transfer,1882.73,Pending
1043,1043,PayPal,2333.08,Paid
1044,1044,Bank Transfer,2414.94,Paid
1045,1045,Bank Transfer,2043.67,Pending
1046,1046,PayPal,667.02,Paid
1047,1047,PayPal,2754.36,Paid
1048,1048,Card,2985.84,Pending
1049,1049,Apple Pay,295.29,Pending
1050,1050,Google Pay,2852.8,Pending
1051,1051,PayPal,1153.08,Paid
1052,1052,PayPal,290.83,Paid
1053,1053,Bank Transfer,69.64,Pending
1054,1054,Card,1554.29,Paid
1055,1055,PayPal,194.45,Pending
1056,1056,Card,262.12,Paid
1057,1057,Apple Pay,457.48,Paid
1058,1058,Apple Pay,214.67,Paid
1059,1059,Bank Transfer,1793.67,Pending
1060,1060,Card,147.66,Pending
1061,1061,Google Pay,777.88,Paid
1062,1062,Bank Transfer,408.51,Paid
1063,1063,Bank Transfer,1291.3,Paid
1064,1064,Bank Transfer,153.6,Paid
1065,1065,Card,1414.22,Pending
1066,1066,Card,1498.51,Paid
1067,1067,Google Pay,995.59,Pending
1068,1068,Apple Pay,856.01,Pending
1069,1069,Card,204.41,Pending
1070,1070,PayPal,2230.73,Paid
1071,1071,Apple Pay,406.18,Paid
1072,1072,Card,1867.77,Paid
1073,1073,PayPal,1088.94,Pending
1074,1074,Apple Pay,2309.88,Paid
1075,1075,Google Pay,592.04,Pending
1076,1076,PayPal,969.12,Pending
1077,1077,PayPal,39.18,Paid
1078,1078,Apple Pay,1849.85,Pending
1079,1079,PayPal,2078.43,Paid
1080,1080,Card,358.02,Pending
1081,1081,Apple Pay,1935.53,Paid
1082,1082,Bank Transfer,2959.43,Pending
1083,1083,Google Pay,2234.7,Paid
1084,1084,Apple Pay,153.33,Paid
1085,1085,Apple Pay,945.87,Pending
1086,1086,Bank Transfer,274.66,Paid
1087,1087,Card,1037.44,Paid
1088,1088,Bank Transfer,2884.33,Paid
1089,1089,PayPal,1753.72,Paid
1090,1090,Bank Transfer,838.49,Paid
1091,1091,PayPal,168.24,Paid
1092,1092,Bank Transfer,255.3,Paid
1093,1093,Google Pay,1325.18,Pending
1094,1094,Google Pay,1226.82,Paid
1095,1095,Apple Pay,1882.38,Pending
1096,1096,Bank Transfer,964.68,Paid
1097,1097,Bank Transfer,1211.33,Pending
1098,1098,PayPal,1837.14,Paid
1099,1099,Bank Transfer,342.12,Paid
1100,1100,Bank Transfer,1103.18,Pending
1101,1101,Apple Pay,1500.3,Paid
1102,1102,Google Pay,302.49,Paid
1103,1103,Bank Transfer,2536.93,Paid
1104,1104,PayPal,1080.32,Pending
1105,1105,Apple Pay,498.34,Pending
1106,1106,PayPal,2430.47,Paid
1107,1107,Bank Transfer,102.4,Paid
1108,1108,Card,238.33,Paid
1109,1109,Google Pay,1066.23,Paid
1110,1110,Apple Pay,1151.72,Pending
1111,1111,Card,261.29,Pending
1112,1112,Bank Transfer,1071.36,Pending
1113,1113,Apple Pay,851.49,Paid
1114,1114,PayPal,1496.61,Pending
1115,1115,Bank Transfer,583.35,Paid
1116,1116,PayPal,1170.73,Pending
1117,1117,Apple Pay,882.19,Paid
1118,1118,PayPal,817.34,Paid
1119,1119,Bank Transfer,872.49,Paid
1120,1120,Bank Transfer,427.05,Pending
1121,1121,Apple Pay,13.06,Pending
1122,1122,Card,205.98,Pending
1123,1123,Apple Pay,601.2,Pending
1124,1124,Bank Transfer,2700.61,Paid
1125,1125,Bank Transfer,333.93,Paid
1126,1126,Card,143.73,Pending
1127,1127,PayPal,1595.92,Pending
1128,1128,PayPal,1530.33,Paid
1129,1129,Apple Pay,2477.95,Paid
1130,1130,PayPal,427.74,Pending
1131,1131,Card,1895.76,Paid
1132,1132,Apple Pay,1443.62,Paid
1133,1133,PayPal,1611.06,Paid
1134,1134,Apple Pay,1835.94,Paid
1135,1135,PayPal,1505.41,Paid
1136,1136,Bank Transfer,1361.36,Paid
1137,1137,Google Pay,1788.97,Paid
1138,1138,PayPal,2739.72,Paid
1139,1139,PayPal,389.58,Paid
1140,1140,Card,465.38,Paid
1141,1141,PayPal,1110.39,Paid
1142,1142,Card,2521.49,Paid
1143,1143,Bank Transfer,682.86,Pending
1144,1144,Card,3031.17,Paid
1145,1145,Google Pay,1178.8,Pending
1146,1146,Bank Transfer,457.48,Pending
1147,1147,Google Pay,1009.8,Paid
1148,1148,Google Pay,2059.24,Paid
1149,1149,PayPal,2293.5,Paid
1150,1150,Bank Transfer,963.14,Paid
1151,1151,Apple Pay,1322.58,Pending
1152,1152,Apple Pay,1775.66,Paid
1153,1153,Google Pay,2399.57,Pending
1154,1154,Card,386.82,Paid
1155,1155,PayPal,1619.75,Paid
1156,1156,Google Pay,2546.3,Paid
1157,1157,Apple Pay,667.86,Paid
1158,1158,PayPal,1482.52,Pending
1159,1159,PayPal,2174.19,Pending
1160,1160,PayPal,826.6,Pending
1161,1161,PayPal,338.49,Paid
1162,1162,Apple Pay,2552.45,Paid
1163,1163,Google Pay,742.36,Paid
1164,1164,Bank Transfer,2429.83,Paid
1165,1165,Bank Transfer,1930.09,Paid
1166,1166,PayPal,1994.55,Paid
1167,1167,PayPal,1343.14,Paid
1168,1168,PayPal,142.35,Paid
1169,1169,Google Pay,1108.99,Pending
1170,1170,PayPal,2537.13,Paid
1171,1171,Google Pay,931.6,Paid
1172,1172,Apple Pay,1949.31,Paid
1173,1173,Card,832.65,Paid
1174,1174,Card,682.77,Paid
1175,1175,Card,357.68,Pending
1176,1176,Card,1810.22,Pending
1177,1177,Card,2524.6,Pending
1178,1178,Card,183.43,Paid
1179,1179,Bank Transfer,1489.7,Paid
1180,1180,Bank Transfer,654.94,Paid
1181,1181,PayPal,592.81,Pending
1182,1182,PayPal,240.26,Paid
1183,1183,Apple Pay,168.44,Pending
1184,1184,Bank Transfer,139.28,Paid
1185,1185,Apple Pay,1338.21,Pending
1186,1186,Apple Pay,1440.82,Paid
1187,1187,PayPal,1327.38,Paid
1188,1188,PayPal,2309.31,Pending
1189,1189,Apple Pay,976.16,Paid
1190,1190,PayPal,2209.4,Paid
1191,1191,Google Pay,992.67,Pending
1192,1192,Apple Pay,237.72,Paid
1193,1193,Bank Transfer,1093.84,Paid
1194,1194,Bank Transfer,2094.18,Paid
1195,1195,Apple Pay,1789.71,Paid
1196,1196,Google Pay,929.68,Paid
1197,1197,Apple Pay,1279.48,Pending
1198,1198,Google Pay,658.61,Pending
1199,1199,PayPal,1302.57,Pending
1200,1200,Apple Pay,1672.91,Pending
1201,1201,PayPal,1129.1,Paid
1202,1202,Card,1068.86,Paid
1203,1203,Card,2093.59,Paid
1204,1204,Google Pay,1059.99,Paid
1205,1205,Apple Pay,662.24,Pending
1206,1206,Bank Transfer,2282.63,Paid
1207,1207,PayPal,686.22,Pending
1208,1208,Card,1457.24,Paid
1209,1209,PayPal,1486.68,Paid
1210,1210,Google Pay,2292.28,Paid
1211,1211,Apple Pay,217.47,Pending
1212,1212,PayPal,868.38,Pending
1213,1213,Apple Pay,2555.08,Pending
1214,1214,Apple Pay,3209.9,Paid
1215,1215,Bank Transfer,2382.81,Pending
1216,1216,Google Pay,1307.1,Pending
1217,1217,Bank Transfer,851.38,Pending
1218,1218,Card,1877.12,Paid
1219,1219,Google Pay,120.18,Paid
1220,1220,PayPal,1478.46,Paid
1221,1221,Bank Transfer,2126.05,Pending
1222,1222,Card,275.86,Paid
1223,1223,Google Pay,3012.44,Paid
1224,1224,Card,1226.27,Paid
1225,1225,Apple Pay,1299.41,Paid
1226,1226,Bank Transfer,769.83,Paid
1227,1227,PayPal,1582.59,Paid
1228,1228,PayPal,409.44,Pending
1229,1229,Bank Transfer,2219.88,Paid
1230,1230,Google Pay,2477.31,Paid
1231,1231,Google Pay,3617.37,Paid
1232,1232,Apple Pay,1205.06,Paid
1233,1233,Bank Transfer,1379.37,Pending
1234,1234,Google Pay,1945.1,Paid
1235,1235,PayPal,288.28,Pending
1236,1236,Google Pay,2391.07,Pending
1237,1237,Apple Pay,1653.49,Pending
1238,1238,Google Pay,2054.41,Pending
1239,1239,Google Pay,592.22,Pending
1240,1240,Bank Transfer,1888.21,Pending
1241,1241,Card,2925.81,Pending
1242,1242,PayPal,1703.03,Pending
1243,1243,Google Pay,2176.35,Paid
1244,1244,Apple Pay,1571.12,Pending
1245,1245,Card,457.11,Pending
1246,1246,Bank Transfer,1876.57,Pending
1247,1247,Card,1915.97,Paid
1248,1248,Card,1539.51,Pending
1249,1249,Card,1561.91,Paid
1250,1250,Google Pay,842.27,Paid
1251,1251,Apple Pay,1895.81,Paid
1252,1252,Apple Pay,2518.12,Paid
1253,1253,Bank Transfer,2901.37,Pending
1254,1254,PayPal,373.76,Paid
1255,1255,Bank Transfer,2873.13,Paid
1256,1256,Bank Transfer,1509.47,Paid
1257,1257,PayPal,2067.61,Pending
1258,1258,Card,1818.3,Paid
1259,1259,Bank Transfer,1814.44,Paid
1260,1260,Google Pay,213.33,Pending
1261,1261,PayPal,1183.53,Paid
1262,1262,Apple Pay,1632.0,Pending
1263,1263,PayPal,1419.5,Paid
1264,1264,Google Pay,1807.42,Pending
1265,1265,Bank Transfer,1435.74,Paid
1266,1266,PayPal,522.58,Pending
1267,1267,PayPal,2244.56,Pending
1268,1268,Apple Pay,935.09,Pending
1269,1269,Apple Pay,910.24,Pending
1270,1270,Apple Pay,377.27,Pending
1271,1271,PayPal,506.27,Paid
1272,1272,Bank Transfer,1343.73,Paid
1273,1273,PayPal,1525.7,Paid
1274,1274,Apple Pay,2865.82,Paid
1275,1275,Apple Pay,435.48,Pending
1276,1276,PayPal,2562.82,Pending
1277,1277,Apple Pay,1749.55,Paid
1278,1278,Bank Transfer,2077.11,Paid
1279,1279,PayPal,309.99,Paid
1280,1280,Apple Pay,3347.11,Pending
1281,1281,Apple Pay,144.14,Pending
1282,1282,Google Pay,2735.79,Paid
1283,1283,Apple Pay,850.6,Pending
1284,1284,Apple Pay,1355.01,Paid
1285,1285,Apple Pay,1072.52,Paid
1286,1286,Google Pay,1287.15,Paid
1287,1287,Card,35.49,Pending
1288,1288,Bank Transfer,1948.53,Paid
1289,1289,Bank Transfer,194.45,Paid
1290,1290,Bank Transfer,645.16,Paid
1291,1291,Apple Pay,3582.63,Paid
1292,1292,Card,2691.0,Pending
1293,1293,Card,920.7,Paid
1294,1294,Bank Transfer,2000.48,Paid
1295,1295,PayPal,1530.85,Paid
1296,1296,Bank Transfer,667.02,Paid
1297,1297,PayPal,1361.07,Pending
1298,1298,Google Pay,1597.57,Paid
1299,1299,Google Pay,2585.02,Paid
1300,1300,Card,1383.69,Paid
1301,1301,Card,2809.36,Paid
1302,1302,Google Pay,831.03,Pending
1303,1303,Card,1513.48,Paid
1304,1304,PayPal,1552.31,Pending
1305,1305,Google Pay,1719.67,Paid
1306,1306,Apple Pay,1431.27,Pending
1307,1307,PayPal,3563.5,Paid
1308,1308,Apple Pay,262.12,Paid
1309,1309,Google Pay,1315.23,Paid
1310,1310,Bank Transfer,98.44,Pending
1311,1311,Card,539.35,Paid
1312,1312,Card,2056.49,Paid
1313,1313,Card,1685.54,Pending
1314,1314,PayPal,667.89,Pending
1315,1315,Apple Pay,877.06,Paid
1316,1316,Apple Pay,525.21,Paid
1317,1317,PayPal,439.38,Pending
1318,1318,PayPal,70.33,Pending
1319,1319,Bank Transfer,1006.31,Paid
1320,1320,PayPal,1944.87,Paid
1321,1321,Apple Pay,2052.9,Paid
1322,1322,Bank Transfer,2894.62,Paid
1323,1323,Card,618.89,Paid
1324,1324,Google Pay,655.0,Paid
1325,1325,PayPal,697.38,Pending
1326,1326,Bank Transfer,931.9,Paid
1327,1327,PayPal,445.48,Paid
1328,1328,Bank Transfer,1453.5,Pending
1329,1329,Google Pay,910.32,Paid
1330,1330,Bank Transfer,1503.09,Pending
1331,1331,PayPal,862.44,Paid
1332,1332,Google Pay,253.77,Paid
1333,1333,Card,645.8,Paid
1334,1334,Apple Pay,342.23,Paid
1335,1335,PayPal,1899.07,Paid
1336,1336,Bank Transfer,147.66,Paid
1337,1337,Card,358.8,Paid
1338,1338,Apple Pay,742.38,Pending
1339,1339,Bank Transfer,295.14,Paid
1340,1340,Apple Pay,888.74,Pending
1341,1341,Card,585.34,Pending
1342,1342,Google Pay,837.64,Pending
1343,1343,Google Pay,3550.14,Paid
1344,1344,Card,322.58,Paid
1345,1345,Google Pay,2636.89,Pending
1346,1346,PayPal,3326.3,Paid
1347,1347,Card,364.64,Paid
1348,1348,Google Pay,2508.21,Paid
1349,1349,Apple Pay,2068.49,Pending
1350,1350,Apple Pay,1699.14,Paid
1351,1351,Google Pay,2753.92,Paid
1352,1352,PayPal,1386.18,Pending
1353,1353,Card,1105.42,Pending
1354,1354,PayPal,2929.81,Paid
1355,1355,Google Pay,137.93,Paid
1356,1356,PayPal,766.04,Pending
1357,1357,PayPal,603.85,Paid
1358,1358,Google Pay,767.31,Paid
1359,1359,Bank Transfer,1578.22,Pending
1360,1360,Apple Pay,1917.04,Pending
1361,1361,PayPal,2820.24,Pending
1362,1362,Google Pay,811.53,Paid
1363,1363,Bank Transfer,1838.17,Paid
1364,1364,Google Pay,1053.66,Paid
1365,1365,Bank Transfer,352.21,Pending
1366,1366,Card,906.89,Paid
1367,1367,Google Pay,1747.59,Pending
1368,1368,Apple Pay,696.51,Pending
1369,1369,Apple Pay,2314.01,Pending
1370,1370,PayPal,697.1,Paid
1371,1371,Google Pay,678.85,Pending
1372,1372,Bank Transfer,288.28,Paid
1373,1373,Apple Pay,2137.29,Pending
1374,1374,PayPal,1046.16,Pending
1375,1375,Card,2307.14,Paid
1376,1376,Bank Transfer,352.21,Paid
1377,1377,PayPal,1397.49,Paid
1378,1378,Bank Transfer,2044.57,Pending
1379,1379,Card,1649.8,Paid
1380,1380,PayPal,1074.89,Paid
1381,1381,Bank Transfer,1685.46,Paid
1382,1382,Apple Pay,69.64,Paid
1383,1383,Card,358.44,Pending
1384,1384,Card,1423.8,Pending
1385,1385,PayPal,2279.74,Paid
1386,1386,Bank Transfer,2104.64,Pending
1387,1387,Bank Transfer,1727.0,Pending
1388,1388,Apple Pay,1655.21,Paid
1389,1389,PayPal,797.72,Paid
1390,1390,Card,1292.66,Paid
1391,1391,Card,1019.41,Pending
1392,1392,Card,1283.64,Pending
1393,1393,PayPal,767.57,Paid
1394,1394,Apple Pay,1872.87,Paid
1395,1395,Card,1638.33,Pending
1396,1396,Card,1669.82,Pending
1397,1397,PayPal,611.52,Pending
1398,1398,Card,47.91,Paid
1399,1399,Apple Pay,1136.75,Paid
1400,1400,Card,1204.88,Pending
1401,1401,PayPal,1488.54,Paid
1402,1402,Card,373.02,Paid
1403,1403,Bank Transfer,1550.69,Pending
1404,1404,PayPal,194.45,Paid
1405,1405,Google Pay,1212.27,Paid
1406,1406,PayPal,228.74,Pending
1407,1407,Card,429.34,Pending
1408,1408,Card,2299.1,Pending
1409,1409,PayPal,1381.05,Pending
1410,1410,PayPal,481.57,Paid
1411,1411,Bank Transfer,954.9,Paid
1412,1412,Google Pay,1295.37,Paid
1413,1413,PayPal,2593.89,Pending
1414,1414,Google Pay,2158.58,Pending
1415,1415,Google Pay,1056.13,Paid
1416,1416,PayPal,667.86,Paid
1417,1417,Apple Pay,529.29,Pending
1418,1418,Apple Pay,2783.5,Pending
1419,1419,Bank Transfer,581.25,Paid
1420,1420,Apple Pay,239.58,Pending
1421,1421,PayPal,2209.73,Paid
1422,1422,Google Pay,1384.38,Pending
1423,1423,Apple Pay,1648.56,Paid
1424,1424,PayPal,2496.92,Paid
1425,1425,Card,127.65,Pending
1426,1426,Apple Pay,172.19,Paid
1427,1427,Apple Pay,275.7,Paid
1428,1428,PayPal,815.34,Pending
1429,1429,Google Pay,120.18,Pending
1430,1430,Card,2326.7,Pending
1431,1431,Google Pay,2605.48,Pending
1432,1432,Card,1285.6,Paid
1433,1433,PayPal,1176.0,Paid
1434,1434,Google Pay,1764.25,Paid
1435,1435,Card,2952.74,Pending
1436,1436,Apple Pay,296.84,Paid
1437,1437,Card,2450.38,Pending
1438,1438,Bank Transfer,1326.87,Paid
1439,1439,Card,535.12,Pending
1440,1440,Apple Pay,1959.17,Paid
1441,1441,Google Pay,576.49,Paid
1442,1442,Card,431.79,Paid
1443,1443,Card,1085.72,Paid
1444,1444,Google Pay,1379.37,Paid
1445,1445,PayPal,1293.66,Paid
1446,1446,Card,438.53,Paid
1447,1447,Apple Pay,1703.46,Paid
1448,1448,Apple Pay,1379.41,Paid
1449,1449,Bank Transfer,86.93,Pending
1450,1450,Bank Transfer,304.41,Paid
1451,1451,Apple Pay,381.93,Paid
1452,1452,Google Pay,1001.57,Pending
1453,1453,Apple Pay,890.52,Paid
1454,1454,Apple Pay,636.44,Paid
1455,1455,Google Pay,382.95,Pending
1456,1456,Card,2021.46,Paid
1457,1457,Apple Pay,2656.92,Paid
1458,1458,Google Pay,1091.31,Paid
1459,1459,Google Pay,2688.66,Pending
1460,1460,PayPal,2619.67,Paid
1461,1461,PayPal,354.44,Paid
1462,1462,PayPal,524.24,Paid
1463,1463,Google Pay,1300.38,Paid
1464,1464,Bank Transfer,1216.0,Paid
1465,1465,Apple Pay,1115.82,Paid
1466,1466,Apple Pay,1548.68,Pending
1467,1467,PayPal,1580.42,Paid
1468,1468,PayPal,1833.1,Pending
1469,1469,PayPal,370.74,Pending
1470,1470,Card,1239.9,Pending
