order_item_id,order_id,product_id,quantity,unit_price
1151,467,70,1,49.22
1152,467,69,2,40.06
1153,467,16,1,137.33
1154,467,52,2,455.16
1155,468,95,3,151.29
1156,469,115,2,142.35
1157,469,97,3,249.97
1158,469,86,1,160.68
1159,469,103,3,213.33
1160,470,116,1,44.12
1161,470,18,3,408.51
1162,470,71,1,56.08
1163,470,40,1,112.83
1164,471,12,2,287.19
1165,471,8,3,431.22
1166,471,83,1,74.31
1167,472,3,1,431.79
1168,472,69,2,40.06
1169,473,41,3,413.3
1170,473,78,3,178.84
1171,473,8,3,431.22
1172,473,47,2,54.29
1173,474,48,1,13.06
1174,474,37,2,319.25
1175,474,45,2,395.21
1176,474,58,3,314.67
1177,475,37,1,319.25
1178,475,104,3,343.06
1179,475,115,2,142.35
1180,475,94,2,98.38
1181,476,27,2,290.83
1182,476,61,3,353.33
1183,477,1,2,152.37
1184,478,91,3,18.28
1185,478,97,1,249.97
1186,478,26,1,199.39
1187,478,107,2,11.83
1188,479,107,3,11.83
1189,479,39,2,398.86
1190,479,72,3,441.09
1191,480,34,2,167.01
1192,480,82,3,47.91
1193,481,23,2,128.59
1194,481,117,3,487.29
1195,481,83,1,74.31
1196,481,4,1,222.34
1197,482,75,2,75.71
1198,482,73,2,194.45
1199,482,112,2,214.67
1200,483,109,2,474.6
1201,484,60,3,217.47
1202,484,18,2,408.51
1203,484,21,1,434.19
1204,485,38,2,182.32
1205,486,99,3,299.0
1206,486,24,1,164.44
1207,487,106,3,13.26
1208,487,103,2,213.33
1209,487,35,3,435.11
1210,488,106,1,13.26
1211,488,2,1,227.62
1212,488,67,2,494.14
1213,489,14,1,88.35
1214,489,20,3,459.79
1215,490,54,2,51.2
1216,491,45,2,395.21
1217,491,89,2,302.49
1218,491,18,2,408.51
1219,491,114,3,271.14
1220,492,96,1,392.98
1221,493,40,1,112.83
1222,493,27,1,290.83
1223,494,3,2,431.79
1224,495,102,3,70.33
1225,496,117,2,487.29
1226,497,101,1,493.51
1227,498,86,2,160.68
1228,498,4,1,222.34
1229,499,21,3,434.19
1230,499,100,3,444.92
1231,499,79,1,315.9
1232,500,68,1,348.55
1233,501,93,1,261.29
1234,502,90,3,305.76
1235,502,24,2,164.44
1236,502,87,1,127.65
1237,503,66,1,175.07
1238,503,53,1,154.42
1239,504,64,2,262.12
1240,504,91,2,18.28
1241,505,64,1,262.12
1242,505,50,2,495.96
1243,505,59,3,351.22
1244,506,38,2,182.32
1245,506,25,1,381.93
1246,506,115,2,142.35
1247,506,87,2,127.65
1248,507,51,2,105.15
1249,508,19,2,481.57
1250,509,9,2,318.22
1251,509,26,2,199.39
1252,510,108,2,24.71
1253,510,93,2,261.29
1254,511,97,3,249.97
1255,511,52,2,455.16
1256,511,61,3,353.33
1257,512,19,2,481.57
1258,512,14,1,88.35
1259,512,33,2,230.07
1260,513,13,3,144.14
1261,514,49,3,223.44
1262,514,87,2,127.65
1263,515,98,1,124.34
1264,516,85,2,179.01
1265,516,63,3,70.69
1266,516,34,3,167.01
1267,517,56,1,333.93
1268,518,59,1,351.22
1269,518,5,1,388.94
1270,518,72,3,441.09
1271,518,111,2,357.75
1272,519,92,2,438.53
1273,519,63,1,70.69
1274,519,73,3,194.45
1275,520,61,3,353.33
1276,520,110,1,255.77
1277,520,65,1,9.6
1278,520,51,2,105.15
1279,521,99,2,299.0
1280,521,42,1,137.93
1281,521,4,3,222.34
1282,522,98,3,124.34
1283,523,46,2,382.32
1284,523,45,1,395.21
1285,523,85,1,179.01
1286,524,117,3,487.29
1287,525,3,3,431.79
1288,525,42,1,137.93
1289,526,35,1,435.11
1290,526,90,2,305.76
1291,526,76,1,283.83
1292,526,41,2,413.3
1293,527,104,2,343.06
1294,528,64,3,262.12
1295,528,104,3,343.06
1296,528,44,1,69.64
1297,529,64,3,262.12
1298,529,109,1,474.6
1299,530,39,3,398.86
1300,531,76,2,283.83
1301,532,55,1,128.94
1302,532,45,1,395.21
1303,532,84,2,296.84
1304,532,65,2,9.6
1305,533,54,2,51.2
1306,533,33,3,230.07
1307,534,113,1,45.8
1308,534,81,3,344.85
1309,535,85,3,179.01
1310,535,60,2,217.47
1311,536,67,1,494.14
1312,537,96,3,392.98
1313,537,98,2,124.34
1314,538,109,2,474.6
1315,538,35,2,435.11
1316,539,52,1,455.16
1317,539,15,1,149.85
1318,540,63,3,70.69
1319,540,56,2,333.93
1320,540,83,1,74.31
1321,540,26,1,199.39
1322,541,85,3,179.01
1323,541,23,3,128.59
1324,541,110,1,255.77
1325,542,78,2,178.84
1326,542,111,1,357.75
1327,542,116,2,44.12
1328,543,108,3,24.71
1329,543,108,1,24.71
1330,543,31,1,204.41
1331,543,74,3,322.58
1332,544,64,1,262.12
1333,544,31,3,204.41
1334,544,16,2,137.33
1335,545,28,1,315.77
1336,545,14,1,88.35
1337,545,28,2,315.77
1338,545,57,2,86.93
1339,546,90,1,305.76
1340,546,41,3,413.3
1341,546,55,2,128.94
1342,547,92,2,438.53
1343,547,106,2,13.26
1344,547,3,3,431.79
1345,547,116,3,44.12
1346,548,71,2,56.08
1347,548,40,3,112.83
1348,548,90,2,305.76
1349,549,2,2,227.62
1350,549,119,2,295.29
1351,549,39,1,398.86
1352,549,120,1,342.12
1353,550,113,3,45.8
1354,550,53,1,154.42
1355,550,36,1,51.11
1356,551,113,1,45.8
1357,551,106,1,13.26
1358,551,90,2,305.76
1359,551,65,1,9.6
1360,552,59,3,351.22
1361,552,4,1,222.34
1362,552,83,3,74.31
1363,553,52,1,455.16
1364,554,21,1,434.19
1365,555,102,2,70.33
1366,555,58,2,314.67
1367,555,112,3,214.67
1368,555,18,2,408.51
1369,556,26,1,199.39
1370,556,54,2,51.2
1371,556,24,2,164.44
1372,557,119,3,295.29
1373,558,26,2,199.39
1374,558,90,1,305.76
1375,558,7,2,296.02
1376,558,80,2,460.35
1377,559,22,3,352.21
1378,559,16,1,137.33
1379,559,92,3,438.53
1380,560,29,3,228.74
1381,561,49,1,223.44
1382,561,56,1,333.93
1383,561,77,1,326.76
1384,561,106,2,13.26
1385,562,4,2,222.34
1386,562,34,1,167.01
1387,563,11,1,407.7
1388,563,61,1,353.33
1389,563,112,2,214.67
1390,563,89,2,302.49
1391,564,10,1,309.99
1392,564,72,1,441.09
1393,564,7,2,296.02
1394,565,1,2,152.37
1395,566,86,2,160.68
1396,566,17,3,492.82
1397,566,6,3,108.89
1398,566,23,2,128.59
1399,567,17,1,492.82
1400,567,41,3,413.3
1401,567,68,2,348.55
1402,567,19,2,481.57
1403,568,112,2,214.67
1404,568,96,2,392.98
1405,568,119,2,295.29
1406,568,37,2,319.25
1407,569,115,1,142.35
1408,569,41,3,413.3
1409,569,63,1,70.69
1410,569,72,3,441.09
1411,570,30,1,398.33
1412,571,56,1,333.93
1413,571,115,2,142.35
1414,571,6,2,108.89
1415,571,46,3,382.32
1416,572,109,3,474.6
1417,573,112,2,214.67
1418,573,24,1,164.44
1419,574,75,1,75.71
1420,574,68,3,348.55
1421,575,87,1,127.65
1422,575,114,2,271.14
1423,575,4,2,222.34
1424,575,88,3,46.7
1425,576,108,2,24.71
1426,577,59,3,351.22
1427,577,35,3,435.11
1428,577,85,1,179.01
1429,577,43,1,172.19
1430,578,28,1,315.77
1431,578,103,3,213.33
1432,579,12,2,287.19
1433,579,33,1,230.07
1434,579,31,2,204.41
1435,579,12,1,287.19
1436,580,83,3,74.31
1437,580,20,1,459.79
1438,580,39,2,398.86
1439,581,46,3,382.32
1440,581,13,2,144.14
1441,582,61,2,353.33
1442,582,73,3,194.45
1443,582,55,1,128.94
1444,582,97,2,249.97
1445,583,12,1,287.19
1446,583,66,2,175.07
1447,583,60,3,217.47
1448,583,29,3,228.74
1449,584,38,2,182.32
1450,585,17,3,492.82
1451,585,116,2,44.12
1452,586,71,1,56.08
1453,587,53,1,154.42
1454,587,60,3,217.47
1455,587,93,3,261.29
1456,587,105,2,477.45
1457,588,15,3,149.85
1458,589,11,2,407.7
1459,590,80,2,460.35
1460,590,44,1,69.64
1461,590,28,1,315.77
1462,590,11,3,407.7
1463,591,69,1,40.06
1464,591,1,2,152.37
1465,591,15,1,149.85
1466,591,22,3,352.21
1467,592,39,3,398.86
1468,592,105,3,477.45
1469,592,47,3,54.29
1470,592,87,3,127.65
1471,593,2,1,227.62
1472,593,15,1,149.85
1473,594,84,1,296.84
1474,594,56,3,333.93
1475,595,19,2,481.57
1476,595,55,1,128.94
1477,595,15,1,149.85
1478,595,116,1,44.12
1479,596,75,1,75.71
1480,596,26,2,199.39
1481,596,73,2,194.45
1482,596,7,2,296.02
1483,597,109,2,474.6
1484,597,95,3,151.29
1485,597,77,3,326.76
1486,597,71,2,56.08
1487,598,30,3,398.33
1488,598,8,3,431.22
1489,598,3,2,431.79
1490,598,74,2,322.58
1491,599,15,2,149.85
1492,599,80,3,460.35
1493,599,45,2,395.21
1494,599,90,2,305.76
1495,600,45,2,395.21
1496,600,30,3,398.33
1497,600,29,3,228.74
1498,600,117,3,487.29
1499,601,114,2,271.14
1500,601,93,3,261.29
1501,602,103,1,213.33
1502,602,80,1,460.35
1503,602,37,3,319.25
1504,602,96,1,392.98
1505,603,78,2,178.84
1506,603,13,2,144.14
1507,604,3,2,431.79
1508,605,106,3,13.26
1509,605,5,1,388.94
1510,606,16,3,137.33
1511,606,29,2,228.74
1512,607,115,1,142.35
1513,607,110,3,255.77
1514,607,112,3,214.67
1515,608,103,2,213.33
1516,608,108,1,24.71
1517,608,14,3,88.35
1518,608,79,1,315.9
1519,609,81,1,344.85
1520,609,112,1,214.67
1521,610,94,1,98.38
1522,610,20,3,459.79
1523,610,47,2,54.29
1524,610,105,1,477.45
1525,611,32,2,142.72
1526,612,35,2,435.11
1527,613,97,3,249.97
1528,613,54,1,51.2
1529,614,110,3,255.77
1530,614,102,3,70.33
1531,614,47,1,54.29
1532,614,57,1,86.93
1533,615,44,2,69.64
1534,616,98,1,124.34
1535,616,85,3,179.01
1536,616,20,3,459.79
1537,616,8,3,431.22
1538,617,93,3,261.29
1539,617,41,2,413.3
1540,617,2,2,227.62
1541,618,83,1,74.31
1542,618,114,3,271.14
1543,618,80,3,460.35
1544,618,84,2,296.84
1545,619,11,1,407.7
1546,619,69,2,40.06
1547,619,50,3,495.96
1548,620,12,3,287.19
1549,620,71,2,56.08
1550,621,4,3,222.34
1551,622,65,1,9.6
1552,622,94,1,98.38
1553,622,108,2,24.71
1554,622,34,3,167.01
1555,623,58,2,314.67
1556,624,104,3,343.06
1557,624,75,3,75.71
1558,625,37,3,319.25
1559,625,101,3,493.51
1560,625,74,3,322.58
1561,626,14,2,88.35
1562,626,67,3,494.14
1563,627,92,2,438.53
1564,627,107,2,11.83
1565,628,61,1,353.33
1566,628,58,1,314.67
1567,629,112,2,214.67
1568,629,75,2,75.71
1569,629,82,2,47.91
1570,629,57,3,86.93
1571,630,65,1,9.6
1572,630,63,3,70.69
1573,631,89,1,302.49
1574,632,118,1,270.51
1575,632,78,2,178.84
1576,632,15,1,149.85
1577,633,16,2,137.33
1578,633,40,2,112.83
1579,634,19,3,481.57
1580,634,54,1,51.2
1581,635,1,1,152.37
1582,635,71,2,56.08
1583,635,9,1,318.22
1584,635,54,2,51.2
1585,636,101,2,493.51
1586,636,61,3,353.33
1587,636,107,3,11.83
1588,637,86,2,160.68
1589,637,20,3,459.79
1590,637,42,1,137.93
1591,637,103,3,213.33
1592,638,44,3,69.64
1593,638,6,3,108.89
1594,638,114,2,271.14
1595,638,95,2,151.29
1596,639,72,3,441.09
1597,639,16,3,137.33
1598,639,72,1,441.09
1599,640,73,3,194.45
1600,641,85,3,179.01
1601,642,107,3,11.83
1602,642,108,3,24.71
1603,643,52,3,455.16
1604,643,6,2,108.89
1605,643,111,1,357.75
1606,644,111,3,357.75
1607,645,13,3,144.14
1608,646,99,1,299.0
1609,646,20,2,459.79
1610,646,53,3,154.42
1611,647,4,3,222.34
1612,647,8,2,431.22
1613,648,115,2,142.35
1614,648,34,2,167.01
1615,648,106,1,13.26
1616,648,7,1,296.02
1617,649,66,3,175.07
1618,649,50,1,495.96
1619,649,35,1,435.11
1620,649,41,2,413.3
1621,650,53,3,154.42
1622,651,32,3,142.72
1623,652,11,3,407.7
1624,652,65,1,9.6
1625,652,101,1,493.51
1626,652,48,3,13.06
1627,653,6,1,108.89
1628,653,105,2,477.45
1629,653,107,3,11.83
1630,653,38,3,182.32
1631,654,77,2,326.76
1632,654,108,3,24.71
1633,654,49,2,223.44
1634,655,21,3,434.19
1635,656,51,3,105.15
1636,657,27,3,290.83
1637,657,65,2,9.6
1638,657,114,3,271.14
1639,657,44,3,69.64
1640,658,85,2,179.01
1641,658,44,1,69.64
1642,659,83,1,74.31
1643,659,78,2,178.84
1644,660,72,3,441.09
1645,660,91,2,18.28
1646,660,98,2,124.34
1647,660,69,1,40.06
1648,661,46,2,382.32
1649,662,16,2,137.33
1650,663,96,1,392.98
1651,663,98,2,124.34
1652,664,104,3,343.06
1653,664,29,1,228.74
1654,664,64,2,262.12
1655,665,1,1,152.37
1656,665,106,3,13.26
1657,666,22,3,352.21
1658,666,25,3,381.93
1659,666,95,3,151.29
1660,666,87,3,127.65
1661,667,96,1,392.98
1662,667,17,2,492.82
1663,668,109,3,474.6
1664,668,3,3,431.79
1665,669,1,2,152.37
1666,669,83,3,74.31
1667,669,84,1,296.84
1668,669,110,2,255.77
1669,670,64,2,262.12
1670,670,67,1,494.14
1671,670,114,3,271.14
1672,670,29,1,228.74
1673,671,1,2,152.37
1674,671,25,2,381.93
1675,671,11,3,407.7
1676,672,118,1,270.51
1677,673,81,3,344.85
1678,674,76,3,283.83
1679,675,31,2,204.41
1680,675,107,1,11.83
1681,675,106,2,13.26
1682,675,67,1,494.14
1683,676,81,2,344.85
1684,677,49,2,223.44
1685,678,39,3,398.86
1686,679,38,2,182.32
1687,680,111,3,357.75
1688,680,101,3,493.51
1689,681,102,2,70.33
1690,681,113,3,45.8
1691,681,80,1,460.35
1692,681,44,3,69.64
1693,682,14,1,88.35
1694,682,2,3,227.62
1695,683,82,3,47.91
1696,683,33,2,230.07
1697,684,32,1,142.72
1698,684,103,1,213.33
1699,685,66,3,175.07
1700,685,97,2,249.97
1701,685,40,3,112.83
1702,685,114,3,271.14
1703,686,38,2,182.32
1704,686,2,3,227.62
1705,686,76,3,283.83
1706,687,55,2,128.94
1707,688,44,1,69.64
1708,689,110,3,255.77
1709,689,73,2,194.45
1710,689,79,2,315.9
1711,690,113,1,45.8
1712,690,64,1,262.12
1713,690,118,1,270.51
1714,690,82,1,47.91
1715,691,62,3,110.64
1716,691,99,2,299.0
1717,692,47,1,54.29
1718,693,19,2,481.57
1719,694,6,1,108.89
1720,694,26,1,199.39
1721,694,37,1,319.25
1722,695,23,1,128.59
1723,695,3,1,431.79
1724,696,84,1,296.84
1725,696,44,1,69.64
1726,696,40,2,112.83
1727,696,31,2,204.41
1728,697,113,3,45.8
1729,697,9,1,318.22
1730,697,19,1,481.57
1731,697,102,1,70.33
1732,698,77,2,326.76
1733,698,82,1,47.91
1734,698,118,1,270.51
1735,699,102,1,70.33
1736,699,42,1,137.93
1737,699,7,3,296.02
1738,700,27,3,290.83
1739,700,11,2,407.7
1740,700,102,3,70.33
1741,700,79,1,315.9
1742,701,64,3,262.12
1743,701,60,1,217.47
1744,701,42,3,137.93
1745,702,61,2,353.33
1746,702,75,2,75.71
1747,702,82,3,47.91
1748,702,84,1,296.84
1749,703,51,1,105.15
1750,703,40,2,112.83
1751,704,71,1,56.08
1752,704,18,1,408.51
1753,704,38,2,182.32
1754,705,60,3,217.47
1755,706,56,2,333.93
1756,706,48,2,13.06
1757,706,41,2,413.3
1758,706,49,1,223.44
1759,707,46,1,382.32
1760,708,101,2,493.51
1761,709,5,3,388.94
1762,709,26,2,199.39
1763,709,26,3,199.39
1764,710,91,3,18.28
1765,710,18,3,408.51
1766,711,106,2,13.26
1767,711,101,2,493.51
1768,711,52,3,455.16
1769,712,111,2,357.75
1770,712,30,1,398.33
1771,713,93,2,261.29
1772,713,44,1,69.64
1773,713,41,1,413.3
1774,713,55,3,128.94
1775,714,48,1,13.06
1776,715,104,3,343.06
1777,715,107,2,11.83
1778,715,44,1,69.64
1779,715,54,2,51.2
1780,716,76,1,283.83
1781,716,73,1,194.45
1782,716,119,1,295.29
1783,717,49,1,223.44
1784,717,51,1,105.15
1785,717,69,2,40.06
1786,717,25,2,381.93
1787,718,12,1,287.19
1788,718,14,3,88.35
1789,718,71,1,56.08
1790,719,24,1,164.44
1791,720,38,3,182.32
1792,720,68,1,348.55
1793,721,22,2,352.21
1794,722,69,2,40.06
1795,722,62,3,110.64
1796,723,40,2,112.83
1797,723,105,3,477.45
1798,724,76,1,283.83
1799,724,65,3,9.6
1800,724,88,2,46.7
1801,725,9,2,318.22
1802,725,78,1,178.84
1803,725,68,2,348.55
1804,725,117,3,487.29
1805,726,95,1,151.29
1806,727,51,3,105.15
1807,727,106,1,13.26
1808,727,54,1,51.2
1809,728,117,3,487.29
1810,728,24,3,164.44
1811,728,73,1,194.45
1812,728,51,3,105.15
1813,729,86,1,160.68
1814,729,90,3,305.76
1815,729,93,1,261.29
1816,730,10,1,309.99
1817,730,65,2,9.6
1818,730,53,2,154.42
1819,731,60,1,217.47
1820,732,44,3,69.64
1821,732,52,1,455.16
1822,732,51,1,105.15
1823,732,2,2,227.62
1824,733,63,2,70.69
1825,733,9,1,318.22
1826,733,71,3,56.08
1827,733,32,3,142.72
1828,734,22,1,352.21
1829,734,78,1,178.84
1830,735,22,1,352.21
1831,735,86,1,160.68
1832,735,87,2,127.65
1833,735,20,2,459.79
1834,736,57,3,86.93
1835,736,7,3,296.02
1836,737,89,2,302.49
1837,737,57,1,86.93
1838,737,77,1,326.76
1839,737,7,2,296.02
1840,738,12,1,287.19
1841,738,54,1,51.2
1842,739,113,1,45.8
1843,739,103,3,213.33
1844,740,66,1,175.07
1845,740,105,2,477.45
1846,740,42,3,137.93
1847,740,81,1,344.85
1848,741,16,1,137.33
1849,741,28,1,315.77
1850,741,46,2,382.32
1851,741,23,1,128.59
1852,742,28,2,315.77
1853,742,29,1,228.74
1854,742,85,2,179.01
1855,742,84,3,296.84
1856,743,39,3,398.86
1857,743,64,1,262.12
1858,743,92,3,438.53
1859,743,102,3,70.33
1860,744,81,3,344.85
1861,744,50,3,495.96
1862,744,119,3,295.29
1863,745,9,2,318.22
1864,745,3,3,431.79
1865,745,117,3,487.29
1866,745,58,2,314.67
1867,746,30,1,398.33
1868,747,97,1,249.97
1869,747,80,1,460.35
1870,747,8,1,431.22
1871,747,48,2,13.06
1872,748,83,1,74.31
1873,748,31,3,204.41
1874,749,41,3,413.3
1875,749,101,1,493.51
1876,749,67,2,494.14
1877,750,32,1,142.72
1878,750,70,1,49.22
1879,750,117,3,487.29
1880,751,67,2,494.14
1881,751,24,2,164.44
1882,751,81,1,344.85
1883,751,9,2,318.22
1884,752,17,1,492.82
1885,752,23,3,128.59
1886,753,55,3,128.94
1887,754,55,1,128.94
1888,754,78,1,178.84
1889,755,35,2,435.11
1890,755,11,2,407.7
1891,756,55,3,128.94
1892,756,79,3,315.9
1893,756,56,1,333.93
1894,756,105,2,477.45
1895,757,77,3,326.76
1896,757,20,3,459.79
1897,757,94,1,98.38
1898,758,37,2,319.25
1899,758,72,3,441.09
1900,758,62,1,110.64
1901,758,43,1,172.19
1902,759,2,3,227.62
1903,760,96,2,392.98
1904,760,50,2,495.96
1905,760,40,3,112.83
1906,760,76,1,283.83
1907,761,25,2,381.93
1908,761,33,3,230.07
1909,762,90,1,305.76
1910,762,84,2,296.84
1911,762,119,2,295.29
1912,763,81,3,344.85
1913,763,87,1,127.65
1914,763,90,3,305.76
1915,764,33,1,230.07
1916,764,78,3,178.84
1917,765,51,3,105.15
1918,765,76,1,283.83
1919,765,67,1,494.14
1920,765,113,2,45.8
1921,766,76,2,283.83
1922,766,94,2,98.38
1923,766,97,3,249.97
1924,766,112,1,214.67
1925,767,35,3,435.11
1926,767,27,3,290.83
1927,768,105,2,477.45
1928,768,1,1,152.37
1929,769,84,2,296.84
1930,769,94,2,98.38
1931,769,22,1,352.21
1932,769,48,1,13.06
1933,770,58,3,314.67
1934,771,104,1,343.06
1935,771,34,2,167.01
1936,772,11,2,407.7
1937,772,11,2,407.7
1938,773,75,1,75.71
1939,774,8,2,431.22
1940,775,28,3,315.77
1941,776,120,2,342.12
1942,776,61,2,353.33
1943,776,78,2,178.84
1944,777,105,1,477.45
1945,777,47,3,54.29
1946,777,52,2,455.16
1947,778,1,2,152.37
1948,779,112,3,214.67
1949,780,80,3,460.35
1950,780,85,2,179.01
1951,780,66,2,175.07
1952,780,85,1,179.01
1953,781,112,1,214.67
1954,781,104,3,343.06
1955,781,42,3,137.93
1956,782,95,3,151.29
1957,782,102,1,70.33
1958,782,45,2,395.21
1959,782,120,2,342.12
1960,783,92,1,438.53
1961,783,112,3,214.67
1962,784,64,1,262.12
1963,784,39,3,398.86
1964,785,62,3,110.64
1965,786,97,3,249.97
1966,786,90,1,305.76
1967,787,116,2,44.12
1968,787,99,2,299.0
1969,787,29,3,228.74
1970,788,119,3,295.29
1971,788,82,3,47.91
1972,789,120,3,342.12
1973,789,99,3,299.0
1974,790,84,3,296.84
1975,790,101,3,493.51
1976,790,110,2,255.77
1977,790,104,1,343.06
1978,791,15,1,149.85
1979,792,17,2,492.82
1980,792,49,3,223.44
1981,792,95,1,151.29
1982,793,109,2,474.6
1983,793,55,2,128.94
1984,794,14,2,88.35
1985,794,2,3,227.62
1986,795,64,3,262.12
1987,795,59,1,351.22
1988,796,40,3,112.83
1989,796,89,1,302.49
1990,796,36,3,51.11
1991,797,38,3,182.32
1992,797,49,1,223.44
1993,797,104,2,343.06
1994,797,20,3,459.79
1995,798,110,2,255.77
1996,798,94,2,98.38
1997,799,44,2,69.64
1998,799,87,2,127.65
1999,799,45,2,395.21
2000,799,51,1,105.15
2001,800,90,3,305.76
2002,800,51,1,105.15
2003,801,59,3,351.22
2004,801,21,3,434.19
2005,801,18,2,408.51
2006,802,103,3,213.33
2007,802,26,3,199.39
2008,803,49,2,223.44
2009,803,87,1,127.65
2010,804,7,1,296.02
2011,804,66,3,175.07
2012,805,32,1,142.72
2013,805,16,1,137.33
2014,805,51,2,105.15
2015,805,39,3,398.86
2016,806,100,2,444.92
2017,807,2,1,227.62
2018,807,15,1,149.85
2019,807,16,2,137.33
2020,808,36,3,51.11
2021,808,96,1,392.98
2022,808,102,3,70.33
2023,808,24,2,164.44
2024,809,74,1,322.58
2025,809,13,2,144.14
2026,809,9,3,318.22
2027,810,72,3,441.09
2028,810,101,3,493.51
2029,810,63,1,70.69
2030,810,67,3,494.14
2031,811,85,1,179.01
2032,811,24,3,164.44
2033,812,16,1,137.33
2034,812,17,3,492.82
2035,812,27,3,290.83
2036,813,11,1,407.7
2037,814,55,3,128.94
2038,814,1,1,152.37
2039,815,18,3,408.51
2040,815,63,3,70.69
2041,815,41,3,413.3
2042,815,117,2,487.29
2043,816,85,1,179.01
2044,817,110,1,255.77
2045,817,18,3,408.51
2046,817,71,1,56.08
2047,818,10,3,309.99
2048,818,33,2,230.07
2049,818,49,3,223.44
2050,818,116,1,44.12
2051,819,89,1,302.49
2052,819,69,1,40.06
2053,819,10,3,309.99
2054,819,94,2,98.38
2055,820,54,1,51.2
2056,820,41,2,413.3
2057,821,35,1,435.11
2058,822,9,2,318.22
2059,822,82,1,47.91
2060,822,47,2,54.29
2061,822,100,2,444.92
2062,823,49,1,223.44
2063,824,76,2,283.83
2064,824,13,3,144.14
2065,824,45,3,395.21
2066,825,115,1,142.35
2067,826,104,3,343.06
2068,826,87,3,127.65
2069,826,71,3,56.08
2070,827,2,3,227.62
2071,827,66,3,175.07
2072,827,20,3,459.79
2073,828,7,3,296.02
2074,828,82,2,47.91
2075,828,91,1,18.28
2076,829,57,2,86.93
2077,829,103,2,213.33
2078,830,40,3,112.83
2079,830,110,1,255.77
2080,831,10,3,309.99
2081,832,11,3,407.7
2082,833,87,3,127.65
2083,833,120,3,342.12
2084,833,18,2,408.51
2085,833,64,3,262.12
2086,834,79,1,315.9
2087,835,32,3,142.72
2088,835,85,3,179.01
2089,835,88,3,46.7
2090,836,23,1,128.59
2091,836,47,1,54.29
2092,837,49,1,223.44
2093,837,48,1,13.06
2094,837,44,3,69.64
2095,837,32,3,142.72
2096,838,34,1,167.01
2097,838,1,3,152.37
2098,838,81,3,344.85
2099,839,120,2,342.12
2100,840,79,2,315.9
2101,841,45,3,395.21
2102,842,56,2,333.93
2103,843,53,1,154.42
2104,843,117,2,487.29
2105,844,61,2,353.33
2106,844,48,2,13.06
2107,845,14,2,88.35
2108,845,85,2,179.01
2109,845,21,1,434.19
2110,846,15,1,149.85
2111,846,37,1,319.25
2112,847,21,3,434.19
2113,848,54,2,51.2
2114,849,97,2,249.97
2115,849,65,3,9.6
2116,849,119,3,295.29
2117,850,17,1,492.82
2118,851,87,2,127.65
2119,852,38,2,182.32
2120,852,63,1,70.69
2121,852,98,2,124.34
2122,852,32,3,142.72
2123,853,36,1,51.11
2124,853,111,2,357.75
2125,854,91,1,18.28
2126,854,90,3,305.76
2127,854,65,3,9.6
2128,854,24,1,164.44
2129,855,16,1,137.33
2130,855,52,1,455.16
2131,856,79,1,315.9
2132,857,90,3,305.76
2133,857,30,1,398.33
2134,857,44,2,69.64
2135,858,39,1,398.86
2136,859,32,2,142.72
2137,859,115,1,142.35
2138,859,24,1,164.44
2139,859,1,1,152.37
2140,860,117,3,487.29
2141,860,13,2,144.14
2142,860,24,2,164.44
2143,861,13,3,144.14
2144,862,47,3,54.29
2145,862,104,2,343.06
2146,862,96,3,392.98
2147,863,27,3,290.83
2148,863,50,1,495.96
2149,863,114,1,271.14
2150,864,76,3,283.83
2151,865,10,3,309.99
2152,866,69,3,40.06
2153,866,20,1,459.79
2154,867,115,3,142.35
2155,867,45,2,395.21
2156,867,58,3,314.67
2157,868,68,3,348.55
2158,868,102,1,70.33
2159,868,22,3,352.21
2160,868,36,3,51.11
2161,869,102,3,70.33
2162,870,22,2,352.21
2163,871,78,2,178.84
2164,871,27,1,290.83
2165,871,1,1,152.37
2166,871,74,1,322.58
2167,872,65,3,9.6
2168,872,93,3,261.29
2169,872,34,2,167.01
2170,872,110,1,255.77
2171,873,22,1,352.21
2172,874,82,1,47.91
2173,875,106,1,13.26
2174,875,69,1,40.06
2175,876,42,1,137.93
2176,876,91,3,18.28
2177,876,34,3,167.01
2178,877,8,3,431.22
2179,877,105,1,477.45
2180,877,106,2,13.26
2181,878,3,3,431.79
2182,878,85,3,179.01
2183,878,14,3,88.35
2184,879,105,2,477.45
2185,879,29,2,228.74
2186,880,58,1,314.67
2187,880,94,3,98.38
2188,881,64,1,262.12
2189,882,94,1,98.38
2190,882,83,2,74.31
2191,882,3,2,431.79
2192,882,21,1,434.19
2193,883,19,1,481.57
2194,884,93,3,261.29
2195,885,49,2,223.44
2196,886,32,1,142.72
2197,886,35,1,435.11
2198,887,110,3,255.77
2199,887,11,1,407.7
2200,887,18,2,408.51
2201,888,62,1,110.64
2202,888,32,1,142.72
2203,888,70,3,49.22
2204,889,106,1,13.26
2205,890,19,1,481.57
2206,890,117,1,487.29
2207,890,4,1,222.34
2208,890,55,2,128.94
2209,891,118,3,270.51
2210,891,50,3,495.96
2211,892,14,2,88.35
2212,892,46,1,382.32
2213,893,115,1,142.35
2214,894,77,1,326.76
2215,894,87,2,127.65
2216,894,20,3,459.79
2217,895,35,2,435.11
2218,896,111,1,357.75
2219,897,93,2,261.29
2220,897,105,1,477.45
2221,897,15,3,149.85
2222,897,55,3,128.94
2223,898,24,2,164.44
2224,898,46,2,382.32
2225,899,18,3,408.51
